File ID,digit_label,participant,intonation
0003324.wav,90,S174,excited
0003325.wav,20,S166,neutral
0003326.wav,9,S12,bored
0003327.wav,8,S24,excited
0003328.wav,100,S116,excited
0003329.wav,8,S34,excited
0003330.wav,60,S2,excited
0003331.wav,100,S128,neutral
0003332.wav,3,S182,question
0003333.wav,1000000000,S135,excited
0003334.wav,15,S101,excited
0003335.wav,4,S29,question
0003336.wav,2,S66,excited
0003337.wav,15,S22,neutral
0003338.wav,13,S18,bored
0003339.wav,16,S143,question
0003340.wav,1000000000,S171,bored
0003341.wav,5,S52,question
0003342.wav,20,S74,bored
0003343.wav,15,S84,question
0003344.wav,40,S49,neutral
0003345.wav,30,S73,bored
0003346.wav,50,S172,bored
0003347.wav,20,S37,neutral
0003348.wav,10,S121,excited
0003349.wav,12,S94,bored
0003350.wav,14,S64,excited
0003351.wav,70,S176,excited
0003352.wav,13,S35,neutral
0003353.wav,70,S23,excited
0003354.wav,100,S97,neutral
0003355.wav,7,S34,bored
0003356.wav,40,S30,bored
0003357.wav,80,S183,question
0003358.wav,16,S129,neutral
0003359.wav,40,S172,bored
0003360.wav,90,S152,neutral
0003361.wav,15,S147,neutral
0003362.wav,70,S167,bored
0003363.wav,9,S167,question
0003364.wav,80,S24,neutral
0003365.wav,0,S51,neutral
0003366.wav,19,S66,question
0003367.wav,4,S136,excited
0003368.wav,1000000,S74,bored
0003369.wav,13,S111,excited
0003370.wav,15,S153,excited
0003371.wav,5,S181,excited
0003372.wav,4,S145,excited
0003373.wav,6,S173,question
0003374.wav,100,S168,neutral
0003375.wav,30,S2,neutral
0003376.wav,60,S14,question
0003377.wav,4,S141,neutral
0003378.wav,9,S52,question
0003379.wav,60,S167,neutral
0003380.wav,4,S160,question
0003381.wav,10,S30,question
0003382.wav,8,S75,excited
0003383.wav,19,S72,question
0003384.wav,14,S147,neutral
0003385.wav,100,S136,neutral
0003386.wav,1000000,S23,bored
0003387.wav,10,S22,neutral
0003388.wav,11,S52,neutral
0003389.wav,50,S90,neutral
0003390.wav,9,S69,bored
0003391.wav,50,S169,excited
0003392.wav,6,S107,bored
0003393.wav,80,S155,bored
0003394.wav,4,S41,bored
0003395.wav,30,S18,bored
0003396.wav,5,S149,question
0003397.wav,6,S63,excited
0003398.wav,4,S167,neutral
0003399.wav,1000,S91,question
0003400.wav,100,S24,excited
0003401.wav,7,S27,neutral
0003402.wav,6,S42,question
0003403.wav,1000,S162,neutral
0003404.wav,8,S119,neutral
0003405.wav,20,S120,bored
0003406.wav,2,S174,bored
0003407.wav,70,S111,question
0003408.wav,5,S97,excited
0003409.wav,90,S22,excited
0003410.wav,12,S148,question
0003411.wav,19,S43,neutral
0003412.wav,80,S156,bored
0003413.wav,80,S78,neutral
0003414.wav,13,S146,neutral
0003415.wav,3,S18,excited
0003416.wav,13,S41,excited
0003417.wav,8,S10,excited
0003418.wav,0,S2,neutral
0003419.wav,11,S35,question
0003420.wav,5,S120,excited
0003421.wav,1000,S182,neutral
0003422.wav,18,S64,excited
0003423.wav,5,S45,neutral
0003424.wav,80,S40,excited
0003425.wav,6,S12,question
0003426.wav,30,S52,neutral
0003427.wav,5,S142,excited
0003428.wav,2,S145,excited
0003429.wav,3,S164,bored
0003430.wav,16,S172,excited
0003431.wav,30,S68,bored
0003432.wav,1000000000,S90,bored
0003433.wav,3,S114,neutral
0003434.wav,1,S173,question
0003435.wav,30,S153,question
0003436.wav,11,S65,neutral
0003437.wav,80,S94,excited
0003438.wav,16,S55,excited
0003439.wav,18,S93,question
0003440.wav,14,S84,question
0003441.wav,4,S60,bored
0003442.wav,18,S154,neutral
0003443.wav,16,S128,neutral
0003444.wav,70,S109,neutral
0003445.wav,13,S22,excited
0003446.wav,60,S124,bored
0003447.wav,1000000,S114,bored
0003448.wav,13,S22,excited
0003449.wav,13,S52,bored
0003450.wav,11,S111,excited
0003451.wav,11,S103,excited
0003452.wav,19,S42,bored
0003453.wav,50,S15,excited
0003454.wav,8,S154,excited
0003455.wav,17,S96,bored
0003456.wav,16,S126,bored
0003457.wav,80,S62,question
0003458.wav,60,S129,bored
0003459.wav,2,S58,bored
0003460.wav,9,S33,question
0003461.wav,100,S145,bored
0003462.wav,2,S16,excited
0003463.wav,7,S58,bored
0003464.wav,100,S7,neutral
0003465.wav,8,S129,excited
0003466.wav,30,S123,bored
0003467.wav,16,S64,excited
0003468.wav,17,S94,excited
0003469.wav,6,S76,question
0003470.wav,1000000000,S182,excited
0003471.wav,15,S49,question
0003472.wav,7,S167,excited
0003473.wav,18,S28,bored
0003474.wav,17,S170,excited
0003475.wav,16,S45,neutral
0003476.wav,17,S38,neutral
0003477.wav,1000000,S156,bored
0003478.wav,7,S117,excited
0003479.wav,5,S37,neutral
0003480.wav,40,S138,bored
0003481.wav,0,S85,question
0003482.wav,6,S43,neutral
0003483.wav,6,S162,bored
0003484.wav,20,S170,bored
0003485.wav,1000000000,S74,bored
0003486.wav,12,S5,bored
0003487.wav,100,S171,neutral
0003488.wav,2,S182,excited
0003489.wav,12,S163,excited
0003490.wav,100,S62,bored
0003491.wav,1000,S43,question
0003492.wav,3,S34,excited
0003493.wav,8,S86,excited
0003494.wav,8,S136,question
0003495.wav,30,S126,neutral
0003496.wav,19,S133,bored
0003497.wav,6,S2,excited
0003498.wav,5,S120,neutral
0003499.wav,90,S170,excited
0003500.wav,30,S44,question
0003501.wav,60,S9,bored
0003502.wav,70,S90,excited
0003503.wav,70,S80,neutral
0003504.wav,2,S159,excited
0003505.wav,3,S138,neutral
0003506.wav,14,S62,excited
0003507.wav,0,S149,bored
0003508.wav,17,S166,bored
0003509.wav,17,S3,question
0003510.wav,20,S95,bored
0003511.wav,5,S84,excited
0003512.wav,60,S25,question
0003513.wav,2,S51,neutral
0003514.wav,16,S163,excited
0003515.wav,6,S25,bored
0003516.wav,2,S146,question
0003517.wav,19,S184,excited
0003518.wav,80,S24,bored
0003519.wav,3,S43,bored
0003520.wav,9,S103,bored
0003521.wav,16,S184,bored
0003522.wav,15,S75,bored
0003523.wav,1000000,S43,neutral
0003524.wav,7,S111,neutral
0003525.wav,14,S57,bored
0003526.wav,6,S90,bored
0003527.wav,5,S98,excited
0003528.wav,4,S75,bored
0003529.wav,8,S139,question
0003530.wav,0,S18,neutral
0003531.wav,6,S49,bored
0003532.wav,1000000000,S120,bored
0003533.wav,7,S72,question
0003534.wav,3,S7,neutral
0003535.wav,18,S53,bored
0003536.wav,13,S10,excited
0003537.wav,16,S169,question
0003538.wav,7,S74,excited
0003539.wav,19,S150,question
0003540.wav,90,S178,excited
0003541.wav,20,S49,question
0003542.wav,7,S17,bored
0003543.wav,4,S111,bored
0003544.wav,8,S5,excited
0003545.wav,30,S142,neutral
0003546.wav,10,S61,bored
0003547.wav,30,S92,neutral
0003548.wav,7,S34,question
0003549.wav,17,S171,question
0003550.wav,100,S37,neutral
0003551.wav,15,S148,neutral
0003552.wav,60,S1,excited
0003553.wav,7,S112,neutral
0003554.wav,10,S86,excited
0003555.wav,5,S57,bored
0003556.wav,13,S87,question
0003557.wav,10,S63,neutral
0003558.wav,1000,S43,neutral
0003559.wav,12,S120,neutral
0003560.wav,14,S123,neutral
0003561.wav,17,S7,excited
0003562.wav,19,S22,excited
0003563.wav,3,S51,neutral
0003564.wav,14,S152,excited
0003565.wav,12,S156,neutral
0003566.wav,3,S37,question
0003567.wav,1000000,S61,excited
0003568.wav,8,S149,question
0003569.wav,3,S22,excited
0003570.wav,50,S146,bored
0003571.wav,90,S106,neutral
0003572.wav,8,S158,question
0003573.wav,30,S96,question
0003574.wav,20,S136,neutral
0003575.wav,80,S183,question
0003576.wav,13,S74,question
0003577.wav,80,S164,question
0003578.wav,80,S90,bored
0003579.wav,0,S7,bored
0003580.wav,1000000000,S82,neutral
0003581.wav,2,S66,bored
0003582.wav,20,S35,bored
0003583.wav,3,S80,question
0003584.wav,19,S147,neutral
0003585.wav,6,S62,excited
0003586.wav,9,S97,excited
0003587.wav,14,S36,question
0003588.wav,8,S53,neutral
0003589.wav,15,S39,neutral
0003590.wav,50,S146,neutral
0003591.wav,3,S5,bored
0003592.wav,40,S151,excited
0003593.wav,80,S74,neutral
0003594.wav,1000000000,S107,neutral
0003595.wav,1,S107,bored
0003596.wav,19,S59,excited
0003597.wav,6,S164,bored
0003598.wav,60,S102,bored
0003599.wav,1000,S85,question
0003600.wav,1000000000,S54,excited
0003601.wav,40,S182,neutral
0003602.wav,70,S151,excited
0003603.wav,40,S98,excited
0003604.wav,16,S18,question
0003605.wav,60,S9,neutral
0003606.wav,90,S154,bored
0003607.wav,90,S69,question
0003608.wav,14,S65,bored
0003609.wav,6,S57,excited
0003610.wav,19,S168,excited
0003611.wav,7,S144,bored
0003612.wav,10,S180,excited
0003613.wav,10,S153,bored
0003614.wav,13,S122,excited
0003615.wav,12,S127,neutral
0003616.wav,1,S104,question
0003617.wav,1000000,S55,excited
0003618.wav,14,S87,neutral
0003619.wav,1000000000,S155,question
0003620.wav,1000000000,S53,neutral
0003621.wav,12,S10,neutral
0003622.wav,50,S63,bored
0003623.wav,6,S134,neutral
0003624.wav,10,S156,neutral
0003625.wav,14,S50,question
0003626.wav,100,S99,question
0003627.wav,14,S129,bored
0003628.wav,0,S101,question
0003629.wav,7,S88,excited
0003630.wav,1,S143,bored
0003631.wav,3,S62,excited
0003632.wav,70,S2,neutral
0003633.wav,4,S22,bored
0003634.wav,2,S160,neutral
0003635.wav,30,S58,bored
0003636.wav,18,S126,neutral
0003637.wav,17,S140,excited
0003638.wav,18,S153,question
0003639.wav,5,S80,bored
0003640.wav,9,S41,neutral
0003641.wav,1,S7,neutral
0003642.wav,8,S150,excited
0003643.wav,20,S14,excited
0003644.wav,50,S52,excited
0003645.wav,8,S32,neutral
0003646.wav,6,S154,neutral
0003647.wav,5,S142,question
0003648.wav,40,S121,excited
0003649.wav,50,S162,excited
0003650.wav,20,S90,bored
0003651.wav,1,S149,neutral
0003652.wav,80,S160,question
0003653.wav,15,S143,question
0003654.wav,70,S176,bored
0003655.wav,9,S106,excited
0003656.wav,15,S87,neutral
0003657.wav,14,S38,neutral
0003658.wav,5,S154,neutral
0003659.wav,50,S37,bored
0003660.wav,2,S30,excited
0003661.wav,5,S59,question
0003662.wav,70,S127,question
0003663.wav,9,S156,excited
0003664.wav,16,S12,excited
0003665.wav,1000000,S41,bored
0003666.wav,30,S42,bored
0003667.wav,5,S6,neutral
0003668.wav,12,S120,bored
0003669.wav,18,S89,excited
0003670.wav,1000000,S54,neutral
0003671.wav,8,S81,neutral
0003672.wav,18,S7,question
0003673.wav,10,S2,neutral
0003674.wav,0,S24,question
0003675.wav,5,S100,excited
0003676.wav,80,S90,bored
0003677.wav,1,S1,neutral
0003678.wav,14,S6,bored
0003679.wav,5,S125,neutral
0003680.wav,17,S112,neutral
0003681.wav,1,S18,excited
0003682.wav,4,S32,bored
0003683.wav,1000,S1,question
0003684.wav,5,S145,bored
0003685.wav,17,S155,excited
0003686.wav,50,S3,neutral
0003687.wav,12,S41,bored
0003688.wav,60,S169,excited
0003689.wav,60,S13,bored
0003690.wav,7,S61,bored
0003691.wav,40,S58,neutral
0003692.wav,100,S20,question
0003693.wav,20,S172,question
0003694.wav,20,S115,question
0003695.wav,7,S104,bored
0003696.wav,13,S43,bored
0003697.wav,50,S138,question
0003698.wav,50,S178,excited
0003699.wav,15,S24,excited
0003700.wav,12,S80,bored
0003701.wav,4,S15,question
0003702.wav,18,S157,excited
0003703.wav,40,S59,question
0003704.wav,7,S144,neutral
0003705.wav,100,S24,neutral
0003706.wav,5,S170,neutral
0003707.wav,5,S36,neutral
0003708.wav,9,S28,question
0003709.wav,10,S107,excited
0003710.wav,15,S153,question
0003711.wav,1000000,S123,bored
0003712.wav,80,S2,neutral
0003713.wav,1000000000,S81,excited
0003714.wav,17,S107,neutral
0003715.wav,1000000000,S165,excited
0003716.wav,17,S101,bored
0003717.wav,5,S126,question
0003718.wav,100,S96,neutral
0003719.wav,0,S129,neutral
0003720.wav,11,S81,bored
0003721.wav,17,S9,question
0003722.wav,20,S42,bored
0003723.wav,70,S25,question
0003724.wav,20,S13,question
0003725.wav,19,S146,neutral
0003726.wav,80,S103,excited
0003727.wav,18,S136,bored
0003728.wav,90,S181,question
0003729.wav,40,S34,excited
0003730.wav,100,S89,excited
0003731.wav,100,S172,bored
0003732.wav,7,S156,neutral
0003733.wav,7,S55,excited
0003734.wav,5,S5,neutral
0003735.wav,15,S178,bored
0003736.wav,5,S10,question
0003737.wav,8,S182,bored
0003738.wav,70,S119,question
0003739.wav,5,S29,bored
0003740.wav,4,S172,excited
0003741.wav,16,S34,excited
0003742.wav,10,S149,neutral
0003743.wav,50,S146,bored
0003744.wav,13,S182,bored
0003745.wav,70,S104,bored
0003746.wav,18,S58,excited
0003747.wav,9,S146,neutral
0003748.wav,0,S112,bored
0003749.wav,5,S137,neutral
0003750.wav,6,S20,question
0003751.wav,1000000,S96,bored
0003752.wav,15,S167,question
0003753.wav,12,S126,bored
0003754.wav,1000000,S44,bored
0003755.wav,50,S149,question
0003756.wav,8,S178,excited
0003757.wav,11,S116,bored
0003758.wav,8,S136,bored
0003759.wav,20,S7,neutral
0003760.wav,10,S116,question
0003761.wav,17,S12,neutral
0003762.wav,14,S129,bored
0003763.wav,9,S96,question
0003764.wav,10,S18,question
0003765.wav,30,S168,neutral
0003766.wav,12,S154,neutral
0003767.wav,90,S106,bored
0003768.wav,9,S22,bored
0003769.wav,1000,S66,question
0003770.wav,9,S105,neutral
0003771.wav,9,S10,neutral
0003772.wav,1000,S87,bored
0003773.wav,1000,S97,excited
0003774.wav,0,S182,bored
0003775.wav,40,S152,neutral
0003776.wav,9,S120,neutral
0003777.wav,8,S132,excited
0003778.wav,12,S92,excited
0003779.wav,17,S181,neutral
0003780.wav,15,S44,neutral
0003781.wav,10,S58,bored
0003782.wav,15,S148,question
0003783.wav,19,S139,bored
0003784.wav,20,S10,bored
0003785.wav,4,S91,neutral
0003786.wav,14,S150,question
0003787.wav,30,S53,neutral
0003788.wav,1000,S112,bored
0003789.wav,11,S141,excited
0003790.wav,13,S54,question
0003791.wav,19,S40,bored
0003792.wav,15,S42,bored
0003793.wav,9,S68,excited
0003794.wav,50,S74,bored
0003795.wav,80,S30,question
0003796.wav,1000000000,S153,excited
0003797.wav,50,S64,question
0003798.wav,17,S58,excited
0003799.wav,2,S140,neutral
0003800.wav,18,S52,bored
0003801.wav,13,S170,excited
0003802.wav,40,S20,question
0003803.wav,18,S148,bored
0003804.wav,14,S161,neutral
0003805.wav,15,S139,neutral
0003806.wav,1000,S24,question
0003807.wav,80,S26,excited
0003808.wav,1000,S16,excited
0003809.wav,60,S92,question
0003810.wav,14,S39,question
0003811.wav,14,S72,neutral
0003812.wav,30,S156,neutral
0003813.wav,19,S3,bored
0003814.wav,7,S127,neutral
0003815.wav,14,S45,bored
0003816.wav,80,S158,question
0003817.wav,40,S180,excited
0003818.wav,11,S42,excited
0003819.wav,5,S124,bored
0003820.wav,30,S149,question
0003821.wav,3,S47,neutral
0003822.wav,3,S75,excited
0003823.wav,1000,S55,excited
0003824.wav,20,S94,excited
0003825.wav,20,S136,bored
0003826.wav,70,S7,question
0003827.wav,80,S169,question
0003828.wav,18,S50,neutral
0003829.wav,9,S44,bored
0003830.wav,13,S5,bored
0003831.wav,60,S12,bored
0003832.wav,16,S46,bored
0003833.wav,5,S142,bored
0003834.wav,13,S78,neutral
0003835.wav,16,S60,bored
0003836.wav,20,S110,excited
0003837.wav,100,S54,question
0003838.wav,1,S38,bored
0003839.wav,4,S43,neutral
0003840.wav,7,S174,excited
0003841.wav,6,S162,excited
0003842.wav,10,S1,excited
0003843.wav,13,S142,neutral
0003844.wav,1,S110,excited
0003845.wav,80,S43,question
0003846.wav,4,S180,bored
0003847.wav,1000,S72,excited
0003848.wav,13,S165,neutral
0003849.wav,12,S103,neutral
0003850.wav,6,S1,neutral
0003851.wav,7,S15,question
0003852.wav,70,S154,question
0003853.wav,13,S25,excited
0003854.wav,3,S143,neutral
0003855.wav,90,S12,neutral
0003856.wav,1,S12,neutral
0003857.wav,1000000000,S129,bored
0003858.wav,12,S133,question
0003859.wav,1000000000,S109,bored
0003860.wav,8,S19,question
0003861.wav,17,S145,excited
0003862.wav,30,S29,neutral
0003863.wav,100,S168,bored
0003864.wav,40,S53,question
0003865.wav,1,S106,bored
0003866.wav,6,S45,question
0003867.wav,17,S38,question
0003868.wav,1000000000,S142,question
0003869.wav,15,S60,question
0003870.wav,13,S108,question
0003871.wav,40,S181,neutral
0003872.wav,12,S99,bored
0003873.wav,12,S149,excited
0003874.wav,50,S155,neutral
0003875.wav,14,S65,bored
0003876.wav,16,S142,question
0003877.wav,1000000,S7,bored
0003878.wav,16,S16,bored
0003879.wav,1,S147,excited
0003880.wav,0,S133,excited
0003881.wav,0,S22,bored
0003882.wav,14,S110,excited
0003883.wav,3,S51,question
0003884.wav,50,S5,bored
0003885.wav,14,S78,question
0003886.wav,1000000000,S162,question
0003887.wav,2,S141,bored
0003888.wav,70,S86,excited
0003889.wav,90,S65,bored
0003890.wav,40,S129,neutral
0003891.wav,19,S15,bored
0003892.wav,17,S81,bored
0003893.wav,1000,S154,excited
0003894.wav,6,S99,bored
0003895.wav,17,S72,neutral
0003896.wav,2,S88,excited
0003897.wav,16,S148,bored
0003898.wav,90,S107,neutral
0003899.wav,4,S138,excited
0003900.wav,15,S145,neutral
0003901.wav,13,S7,question
0003902.wav,70,S36,question
0003903.wav,6,S83,neutral
0003904.wav,1000000000,S25,neutral
0003905.wav,19,S173,question
0003906.wav,17,S182,question
0003907.wav,80,S112,question
0003908.wav,70,S133,neutral
0003909.wav,4,S52,excited
0003910.wav,2,S46,neutral
0003911.wav,10,S169,neutral
0003912.wav,14,S47,question
0003913.wav,12,S51,question
0003914.wav,70,S51,question
0003915.wav,50,S67,question
0003916.wav,1000,S112,bored
0003917.wav,9,S62,excited
0003918.wav,1,S68,question
0003919.wav,13,S27,excited
0003920.wav,18,S114,question
0003921.wav,1,S146,bored
0003922.wav,6,S160,neutral
0003923.wav,4,S121,question
0003924.wav,20,S165,bored
0003925.wav,3,S93,neutral
0003926.wav,30,S29,excited
0003927.wav,18,S13,neutral
0003928.wav,3,S9,question
0003929.wav,3,S115,neutral
0003930.wav,30,S141,neutral
0003931.wav,20,S92,excited
0003932.wav,30,S19,neutral
0003933.wav,20,S167,neutral
0003934.wav,9,S150,question
0003935.wav,19,S108,excited
0003936.wav,9,S140,excited
0003937.wav,9,S139,neutral
0003938.wav,40,S40,neutral
0003939.wav,70,S71,question
0003940.wav,16,S43,neutral
0003941.wav,1000000,S141,bored
0003942.wav,60,S154,question
0003943.wav,100,S151,neutral
0003944.wav,19,S94,neutral
0003945.wav,70,S51,excited
0003946.wav,100,S175,excited
0003947.wav,4,S169,excited
0003948.wav,90,S6,neutral
0003949.wav,1,S133,excited
0003950.wav,17,S87,bored
0003951.wav,18,S156,neutral
0003952.wav,8,S163,excited
0003953.wav,13,S110,bored
0003954.wav,30,S27,question
0003955.wav,1000000000,S141,neutral
0003956.wav,7,S24,excited
0003957.wav,1000,S111,question
0003958.wav,1000,S122,question
0003959.wav,8,S150,bored
0003960.wav,17,S157,excited
0003961.wav,1,S141,excited
0003962.wav,30,S184,excited
0003963.wav,13,S107,excited
0003964.wav,18,S7,question
0003965.wav,4,S34,bored
0003966.wav,1,S67,excited
0003967.wav,16,S12,bored
0003968.wav,4,S168,excited
0003969.wav,11,S171,neutral
0003970.wav,100,S10,excited
0003971.wav,18,S161,bored
0003972.wav,16,S49,question
0003973.wav,11,S156,bored
0003974.wav,18,S156,neutral
0003975.wav,10,S151,excited
0003976.wav,3,S155,bored
0003977.wav,90,S59,excited
0003978.wav,80,S46,neutral
0003979.wav,5,S132,neutral
0003980.wav,11,S34,bored
0003981.wav,14,S40,excited
0003982.wav,1,S147,neutral
0003983.wav,5,S2,bored
0003984.wav,7,S8,excited
0003985.wav,7,S126,bored
0003986.wav,1,S80,bored
0003987.wav,17,S95,bored
0003988.wav,3,S107,bored
0003989.wav,30,S41,question
0003990.wav,11,S149,excited
0003991.wav,50,S78,bored
0003992.wav,6,S155,neutral
0003993.wav,15,S80,question
0003994.wav,6,S44,bored
0003995.wav,1,S136,neutral
0003996.wav,15,S80,bored
0003997.wav,80,S96,excited
0003998.wav,12,S130,question
0003999.wav,14,S100,neutral
0004000.wav,5,S21,excited
0004001.wav,6,S46,excited
0004002.wav,13,S86,bored
0004003.wav,0,S3,question
0004004.wav,19,S168,bored
0004005.wav,13,S62,excited
0004006.wav,11,S49,excited
0004007.wav,1,S78,neutral
0004008.wav,13,S168,neutral
0004009.wav,2,S73,bored
0004010.wav,4,S74,excited
0004011.wav,6,S43,bored
0004012.wav,4,S43,question
0004013.wav,60,S95,neutral
0004014.wav,2,S167,neutral
0004015.wav,2,S176,question
0004016.wav,2,S9,bored
0004017.wav,50,S66,neutral
0004018.wav,2,S52,excited
0004019.wav,8,S129,question
0004020.wav,9,S27,excited
0004021.wav,18,S41,neutral
0004022.wav,9,S13,bored
0004023.wav,100,S117,question
0004024.wav,1000000,S139,bored
0004025.wav,4,S157,excited
0004026.wav,12,S123,bored
0004027.wav,14,S61,excited
0004028.wav,20,S12,neutral
0004029.wav,17,S152,neutral
0004030.wav,4,S81,bored
0004031.wav,60,S52,excited
0004032.wav,18,S6,bored
0004033.wav,1000000,S103,question
0004034.wav,5,S169,excited
0004035.wav,80,S47,bored
0004036.wav,16,S4,question
0004037.wav,1000,S78,question
0004038.wav,12,S84,question
0004039.wav,0,S128,question
0004040.wav,11,S122,question
0004041.wav,20,S83,neutral
0004042.wav,80,S30,bored
0004043.wav,7,S96,excited
0004044.wav,1000000,S151,excited
0004045.wav,1,S144,excited
0004046.wav,40,S141,bored
0004047.wav,18,S133,question
0004048.wav,8,S67,excited
0004049.wav,100,S65,bored
0004050.wav,15,S35,bored
0004051.wav,50,S58,question
0004052.wav,11,S112,excited
0004053.wav,1,S160,neutral
0004054.wav,1,S184,excited
0004055.wav,13,S147,bored
0004056.wav,12,S92,bored
0004057.wav,12,S42,neutral
0004058.wav,1000,S161,excited
0004059.wav,16,S30,neutral
0004060.wav,16,S122,question
0004061.wav,18,S182,neutral
0004062.wav,10,S11,bored
0004063.wav,15,S161,bored
0004064.wav,0,S93,question
0004065.wav,100,S92,question
0004066.wav,16,S97,excited
0004067.wav,3,S146,question
0004068.wav,50,S99,question
0004069.wav,0,S105,bored
0004070.wav,1000,S167,excited
0004071.wav,1000,S82,excited
0004072.wav,1000000,S58,bored
0004073.wav,1000000000,S49,question
0004074.wav,17,S58,neutral
0004075.wav,19,S34,neutral
0004076.wav,10,S92,neutral
0004077.wav,1000000,S18,neutral
0004078.wav,15,S171,bored
0004079.wav,90,S83,question
0004080.wav,11,S35,neutral
0004081.wav,1,S62,neutral
0004082.wav,11,S61,neutral
0004083.wav,30,S170,excited
0004084.wav,2,S100,neutral
0004085.wav,13,S148,neutral
0004086.wav,20,S168,bored
0004087.wav,1000000000,S123,excited
0004088.wav,12,S170,excited
0004089.wav,19,S33,neutral
0004090.wav,2,S76,bored
0004091.wav,3,S6,question
0004092.wav,1000,S184,bored
0004093.wav,17,S129,bored
0004094.wav,0,S184,neutral
0004095.wav,1,S85,question
0004096.wav,10,S116,excited
0004097.wav,4,S108,neutral
0004098.wav,1000,S83,excited
0004099.wav,13,S155,question
0004100.wav,18,S80,bored
0004101.wav,5,S35,question
0004102.wav,17,S146,neutral
0004103.wav,100,S63,question
0004104.wav,15,S109,neutral
0004105.wav,50,S72,question
0004106.wav,1000000,S41,neutral
0004107.wav,12,S170,excited
0004108.wav,16,S8,question
0004109.wav,5,S75,bored
0004110.wav,12,S151,neutral
0004111.wav,100,S39,bored
0004112.wav,16,S22,bored
0004113.wav,1,S7,excited
0004114.wav,7,S157,question
0004115.wav,11,S151,neutral
0004116.wav,14,S47,question
0004117.wav,70,S66,neutral
0004118.wav,50,S19,question
0004119.wav,0,S14,question
0004120.wav,8,S133,question
0004121.wav,100,S161,bored
0004122.wav,60,S114,excited
0004123.wav,15,S140,question
0004124.wav,17,S104,question
0004125.wav,12,S43,neutral
0004126.wav,15,S93,excited
0004127.wav,13,S28,bored
0004128.wav,12,S146,neutral
0004129.wav,6,S7,question
0004130.wav,17,S72,bored
0004131.wav,80,S1,excited
0004132.wav,17,S3,question
0004133.wav,17,S59,neutral
0004134.wav,20,S141,excited
0004135.wav,90,S59,bored
0004136.wav,40,S57,question
0004137.wav,1000,S12,bored
0004138.wav,70,S67,excited
0004139.wav,30,S178,neutral
0004140.wav,90,S179,neutral
0004141.wav,16,S158,neutral
0004142.wav,1,S122,excited
0004143.wav,12,S32,neutral
0004144.wav,16,S23,neutral
0004145.wav,70,S123,question
0004146.wav,15,S7,excited
0004147.wav,5,S11,bored
0004148.wav,100,S87,bored
0004149.wav,1000,S113,excited
0004150.wav,4,S76,bored
0004151.wav,70,S12,excited
0004152.wav,1,S100,question
0004153.wav,60,S77,excited
0004154.wav,7,S15,excited
0004155.wav,4,S113,bored
0004156.wav,4,S145,question
0004157.wav,40,S17,excited
0004158.wav,60,S95,bored
0004159.wav,12,S52,neutral
0004160.wav,20,S116,excited
0004161.wav,1000000,S6,question
0004162.wav,40,S93,neutral
0004163.wav,1000000000,S124,excited
0004164.wav,9,S42,question
0004165.wav,4,S23,excited
0004166.wav,40,S176,neutral
0004167.wav,3,S127,excited
0004168.wav,19,S74,question
0004169.wav,14,S84,neutral
0004170.wav,11,S156,neutral
0004171.wav,8,S63,bored
0004172.wav,100,S29,bored
0004173.wav,7,S120,excited
0004174.wav,1000000,S120,bored
0004175.wav,12,S58,excited
0004176.wav,6,S113,question
0004177.wav,70,S39,bored
0004178.wav,18,S37,neutral
0004179.wav,60,S29,neutral
0004180.wav,30,S147,bored
0004181.wav,20,S66,question
0004182.wav,1,S10,bored
0004183.wav,19,S177,question
0004184.wav,17,S115,neutral
0004185.wav,15,S24,neutral
0004186.wav,4,S162,question
0004187.wav,17,S18,bored
0004188.wav,16,S39,neutral
0004189.wav,60,S92,excited
0004190.wav,18,S90,bored
0004191.wav,6,S143,question
0004192.wav,13,S13,question
0004193.wav,90,S54,excited
0004194.wav,1000000,S165,neutral
0004195.wav,17,S165,question
0004196.wav,19,S20,question
0004197.wav,70,S177,bored
0004198.wav,70,S41,question
0004199.wav,100,S61,neutral
0004200.wav,20,S106,question
0004201.wav,100,S6,excited
0004202.wav,1000000000,S152,neutral
0004203.wav,100,S57,bored
0004204.wav,1,S96,bored
0004205.wav,50,S145,bored
0004206.wav,1000000000,S92,bored
0004207.wav,11,S146,neutral
0004208.wav,9,S29,question
0004209.wav,100,S144,excited
0004210.wav,80,S6,question
0004211.wav,0,S149,question
0004212.wav,50,S143,excited
0004213.wav,11,S113,question
0004214.wav,30,S82,question
0004215.wav,8,S78,bored
0004216.wav,100,S130,question
0004217.wav,40,S184,excited
0004218.wav,60,S8,question
0004219.wav,80,S89,excited
0004220.wav,7,S12,question
0004221.wav,9,S87,excited
0004222.wav,0,S10,bored
0004223.wav,1000000,S167,neutral
0004224.wav,11,S54,neutral
0004225.wav,1,S79,question
0004226.wav,50,S12,excited
0004227.wav,80,S101,excited
0004228.wav,40,S165,neutral
0004229.wav,17,S124,question
0004230.wav,7,S139,question
0004231.wav,3,S155,neutral
0004232.wav,1000,S26,question
0004233.wav,17,S45,excited
0004234.wav,1000000000,S43,excited
0004235.wav,9,S147,excited
0004236.wav,80,S52,bored
0004237.wav,11,S84,neutral
0004238.wav,14,S177,excited
0004239.wav,70,S142,question
0004240.wav,4,S54,neutral
0004241.wav,0,S139,bored
0004242.wav,12,S54,excited
0004243.wav,1000000000,S40,question
